service_id,date,exception_type                                                                                                                                                                                                                                                                                                                                
2026-05-042026-06-12309321,20260524,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309321,20260530,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309321,20260531,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309321,20260606,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309321,20260607,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29309341,20260228,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29309341,20260301,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29309341,20260307,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29309341,20260308,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29309341,20260314,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29309341,20260315,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29309341,20260321,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29309341,20260322,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29309341,20260328,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29309341,20260329,2                                                                                                                                                                                                                                                                                                                         
2026-03-302026-04-05309341,20260403,2                                                                                                                                                                                                                                                                                                                         
2026-03-302026-04-05309341,20260404,2                                                                                                                                                                                                                                                                                                                         
2026-03-302026-04-05309341,20260405,2                                                                                                                                                                                                                                                                                                                         
2026-04-062026-04-12309341,20260406,2                                                                                                                                                                                                                                                                                                                         
2026-04-062026-04-12309341,20260411,2                                                                                                                                                                                                                                                                                                                         
2026-04-062026-04-12309341,20260412,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26309341,20260418,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26309341,20260419,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26309341,20260425,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26309341,20260426,2                                                                                                                                                                                                                                                                                                                         
2026-04-272026-05-03309341,20260501,2                                                                                                                                                                                                                                                                                                                         
2026-04-272026-05-03309341,20260502,2                                                                                                                                                                                                                                                                                                                         
2026-04-272026-05-03309341,20260503,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309341,20260509,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309341,20260510,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309341,20260516,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309341,20260517,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309341,20260523,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309341,20260524,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309341,20260530,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309341,20260531,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309341,20260606,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12309341,20260607,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260224,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260225,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260226,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260227,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260301,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260302,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260303,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260304,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260305,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260306,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260308,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260309,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260310,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260311,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260312,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260313,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260315,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260316,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260317,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260318,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260319,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260320,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260322,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260323,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260324,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260325,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260326,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260327,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260329,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260330,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260331,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260401,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260402,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260403,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260405,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260406,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260407,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260408,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260409,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260410,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260412,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260413,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260414,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260415,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260416,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260417,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260419,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260420,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260421,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260422,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260423,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260424,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260426,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260427,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260428,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260429,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260430,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260501,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260503,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260504,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260505,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260506,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260507,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260508,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260510,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260511,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260512,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260513,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260514,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260515,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260517,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260518,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260519,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260520,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260521,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260522,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260524,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260525,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260526,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260527,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260528,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260529,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260531,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260601,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260602,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260603,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260604,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260605,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260607,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260608,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-06-13309361,20260609,2                                                                                                                                                                                                                                                                                                                         
